employee_id,name,email,country,experience_years,primary_skill,salary_usd
344,Kimberly Perkins,rossmatthew@fisher.org,Latvia,14,Vector Databases,142573
345,Susan Charles,clarkscott@yahoo.com,Iran,13,Machine Learning,45154
346,Sarah Strong,lydia39@hill.org,Saudi Arabia,10,Prompt Engineering,68059
347,Angela Norris,sarah97@wallace.com,Angola,14,RAG,89277
348,James Lowery,hopkinschristine@fox.com,San Marino,15,FAISS,125860
349,Carolyn West DVM,brian68@moody-jacobs.info,United States of America,12,Vector Databases,156919
350,April Riley,parrishfelicia@hotmail.com,Morocco,14,Machine Learning,96871
351,Samuel Hill,codydavis@hotmail.com,Cape Verde,1,RAG,108378
352,Lisa Lane,krose@wheeler.net,Argentina,4,Deep Learning,124055
353,Ariel Rose,benjaminsanchez@gmail.com,Italy,14,Vector Databases,102778
354,Jill Robbins,lorimitchell@yahoo.com,Palau,4,Prompt Engineering,151635
355,Justin Taylor,deckerjohn@hotmail.com,Tuvalu,14,ChromaDB,152437
356,Joshua Long,eschaefer@yahoo.com,Guinea,11,Deep Learning,157597
357,Alexis Ortiz,norma74@gmail.com,Palestinian Territory,3,Python,94618
358,Shannon Peterson,bushshelby@yahoo.com,Lithuania,14,ChromaDB,68758
359,Jessica Anderson,patrick84@hotmail.com,Costa Rica,1,Deep Learning,101007
360,Douglas Reed,anthony83@garcia-taylor.net,Norway,10,Vector Databases,32930
361,Michael Shepherd,desireewest@hotmail.com,Haiti,8,Machine Learning,71035
362,Daniel Rios,lynn85@gmail.com,Philippines,6,Prompt Engineering,137414
363,Kenneth West,lquinn@rios-stewart.com,Sri Lanka,8,FAISS,80492
364,Garrett Castillo,markmoore@yahoo.com,Libyan Arab Jamahiriya,12,ChromaDB,168681
365,Matthew Ho,jonesmeghan@harris.com,Monaco,14,ChromaDB,167907
366,Aaron Williams,kennethrocha@stuart-nixon.org,Zambia,14,Python,163523
367,Matthew Brewer,rebecca77@hotmail.com,Western Sahara,2,RAG,47449
368,Kyle George,vwatson@rose.com,Heard Island and McDonald Islands,3,ChromaDB,48884
369,Jacob Diaz,robert38@yahoo.com,United States of America,12,Machine Learning,89335
370,Ashley Mills,keithhuerta@yahoo.com,Chile,0,Machine Learning,41326
371,Kyle Morgan,jose41@gmail.com,Tokelau,11,LangChain,59486
372,Timothy Fletcher,gregory63@yahoo.com,Saint Pierre and Miquelon,7,Machine Learning,179173
373,Alexander Adkins,terrenceanthony@gmail.com,Bhutan,12,LangChain,37762
374,Victoria Robinson,marshchristopher@gmail.com,Ireland,14,RAG,52245
375,Max Hill,wadekelsey@green.biz,Russian Federation,15,Prompt Engineering,50635
376,Rhonda Nguyen,uacosta@gmail.com,Palestinian Territory,7,Python,75415
377,Laura Marquez,ernest49@yahoo.com,Serbia,14,NLP,140193
378,Shaun Stephens,charlenelucas@yahoo.com,Denmark,12,Deep Learning,131628
379,Juan Crawford,porterdennis@yahoo.com,Hungary,13,RAG,84542
380,Tina Terry,ulogan@gmail.com,Comoros,6,Machine Learning,106182
381,Amber Green,jeanettecarr@mathis.com,Benin,4,Vector Databases,42626
382,Regina Steele,owenlance@hotmail.com,Ecuador,15,FAISS,122400
383,Kathy Pineda,lallen@yahoo.com,Mayotte,0,Prompt Engineering,63983
384,Thomas Hanson,rollinsmaria@hotmail.com,Antarctica (the territory South of 60 deg S),10,Machine Learning,169134
385,Allison Smith,pamelacarr@hotmail.com,Taiwan,11,Vector Databases,93756
386,Aaron Johnson,ywalker@gmail.com,Palau,12,NLP,107940
387,Cynthia Hogan,marquezbrandon@mcconnell.com,Singapore,8,NLP,95774
388,Kyle Rose,jzimmerman@hotmail.com,Kiribati,3,Python,46886
389,Amanda Hudson,kellerdavid@williams-garrett.com,Iraq,5,Vector Databases,33947
390,Manuel Snyder,nicholas05@vasquez.com,Solomon Islands,14,LangChain,105590
391,Roberto Stanley,jacksondavid@pruitt-miller.info,Timor-Leste,14,Deep Learning,76384
392,Jerry Mitchell,julie30@gomez.com,Mauritius,1,Vector Databases,70922
393,David Medina II,justinhawkins@martin.com,Palestinian Territory,2,Python,138656
394,Judith Taylor,ffields@carpenter.org,Morocco,12,FAISS,151342
395,Lisa Chen,todddiana@burch.com,Brazil,11,RAG,129332
396,Miss Hayley Watson DDS,danielking@bartlett.org,Maldives,5,Machine Learning,146532
397,Kristine Garcia,rebecca09@gmail.com,Switzerland,4,RAG,134868
398,Blake Davis,tshaffer@booker.org,Bermuda,15,Python,119471
399,Thomas Spears,dunnjames@hill-howard.com,Mozambique,13,Python,56242
400,Sarah Moore,dkelley@schultz.com,Bermuda,9,Python,75128
401,Ann Scott,reyestina@yahoo.com,Turkey,7,Machine Learning,66874
402,Patrick Payne,hobbskelli@yahoo.com,Argentina,1,NLP,101442
403,Vicki Weaver,rhonda87@ortiz.com,Trinidad and Tobago,12,Prompt Engineering,136191
404,Sean Mccall,josehall@ferguson-price.com,Timor-Leste,14,Python,72952
405,Jacob Brown,vcarter@mitchell.com,Costa Rica,11,ChromaDB,87423
406,Kayla Johnson,peter76@hotmail.com,Tuvalu,4,Vector Databases,144228
407,Patrick Holloway,kathleen83@gmail.com,El Salvador,14,Deep Learning,35085
408,Paul Sharp,jeffreymorales@smith-adams.org,Morocco,3,LangChain,172972
409,Sheena Green,hharris@yahoo.com,Congo,11,LangChain,109154
410,Heather Chen,amanda44@dean.com,Netherlands,1,Vector Databases,96402
411,Jennifer Gates,wadams@armstrong.com,Kuwait,14,RAG,104220
412,Michelle Peters,kjohnson@yahoo.com,Russian Federation,7,LangChain,173859
413,Rachel Smith,albertchavez@hotmail.com,Congo,0,Deep Learning,46136
414,Allison Potter,samanthariggs@gmail.com,Turkmenistan,14,Vector Databases,118939
415,Lee Romero,christophermartinez@patel.com,Lesotho,8,Deep Learning,117964
416,Rebecca Smith,nancy91@gmail.com,Nepal,0,FAISS,125907
417,Kaitlin Horton DVM,flowe@gmail.com,Montenegro,0,Python,172950
418,Lucas Thompson,coffeytamara@gay.info,Faroe Islands,7,NLP,118365
419,Robert Wheeler,bryan02@hotmail.com,Indonesia,4,Deep Learning,106440
420,Stephen Shaw,sandovalmelissa@hotmail.com,Ireland,11,RAG,164402
421,Elizabeth Jones,davidrobles@hotmail.com,Sierra Leone,6,NLP,111153
422,James Brown,osanchez@yahoo.com,Ukraine,14,FAISS,75278
423,William Rowland,shannoncollins@gmail.com,South Georgia and the South Sandwich Islands,11,RAG,160321
424,Bradley Raymond,howellashley@fisher.com,United States Virgin Islands,8,RAG,103257
425,Randy Porter,isaac42@carter.com,United States Minor Outlying Islands,2,ChromaDB,177724
426,Lori Graham,tracymann@garcia.info,Zimbabwe,11,Vector Databases,37957
427,Kenneth Kennedy,david46@hotmail.com,Jordan,6,Python,121191
428,Tina Kelley,pnelson@davidson-duncan.info,Italy,4,LangChain,177570
429,Thomas Roy,bwilson@dawson.net,Gibraltar,2,Deep Learning,149703
430,Timothy Banks,fcummings@yahoo.com,Ethiopia,7,ChromaDB,111151
431,Brandi Greene,veleztrevor@yahoo.com,Heard Island and McDonald Islands,12,ChromaDB,59744
432,Joseph Snyder,jglass@gmail.com,China,11,Machine Learning,72185
433,Debra Lambert,charles15@burnett-harrington.com,Switzerland,7,Vector Databases,142778
434,Christina Long,michael53@gutierrez.com,Sri Lanka,1,RAG,135921
435,Patrick Mccullough,ncunningham@obrien.net,Reunion,14,ChromaDB,164185
436,Steven Sloan II,ortegaabigail@duran-hess.net,Chad,4,RAG,41336
437,Rebekah Rivera,ericrodriguez@harrington.info,Spain,8,Prompt Engineering,130600
438,Donna Young,jonesjoshua@yahoo.com,Saint Vincent and the Grenadines,14,Machine Learning,176900
439,William Powers,briggscatherine@hotmail.com,Comoros,10,Deep Learning,141109
440,Cristian Taylor,tinawalters@yahoo.com,Guinea-Bissau,13,Python,44906
441,James Hamilton,kellyarmstrong@cunningham-wilson.com,Sierra Leone,12,LangChain,114557
442,Mark Shelton MD,prodriguez@yahoo.com,United States Minor Outlying Islands,9,ChromaDB,139749
443,Brandon Bender,christina96@hotmail.com,Tokelau,1,Machine Learning,43000
444,Erica Martinez,qsnow@thompson.com,Guinea-Bissau,10,Python,124011
445,Ryan Thompson,lmason@gmail.com,Belize,8,Vector Databases,45345
446,Angela Stewart,awalsh@brown-hernandez.biz,Mexico,0,ChromaDB,169610
447,Kimberly Garcia,marissachoi@ibarra.com,Albania,2,Prompt Engineering,135771
448,Brandon Rowe,kathyjohnson@gmail.com,Israel,1,ChromaDB,115679
449,Chloe Vaughn,anthony14@white.com,Oman,14,Vector Databases,30279
450,Jonathan Peterson,frobbins@gmail.com,Niue,10,RAG,150873
451,Daniel Campbell,gwood@hotmail.com,Denmark,10,Machine Learning,101381
452,Tammy Gonzales,ysmith@gmail.com,Kenya,8,RAG,41629
453,Misty Patterson,lli@mercado.com,United States Minor Outlying Islands,0,RAG,135491
454,Andrew Watkins,bradshaweric@white.biz,United States Virgin Islands,6,Python,138786
455,Allison Barnes,jvaughn@hotmail.com,Thailand,9,NLP,128694
456,Carlos Watson,daniellesimpson@gmail.com,Panama,10,Machine Learning,156123
457,Robert Rogers,kjohnson@yahoo.com,British Virgin Islands,6,Vector Databases,114736
458,Richard Henderson,kristin65@gomez-wolfe.com,Christmas Island,13,Prompt Engineering,109967
459,Walter Jones,adamsjoshua@holland.biz,Japan,13,LangChain,164504
460,Maria Nixon,julie89@george.com,Sao Tome and Principe,12,Deep Learning,67792
461,Courtney Wright,nhoover@yahoo.com,Albania,11,LangChain,69524
462,Marcus Lee,zstewart@fisher.info,Ecuador,11,Prompt Engineering,146958
463,Joseph Davis,john32@campbell-li.com,Mongolia,8,Prompt Engineering,157174
464,Joseph Heath,pgray@torres.com,Cuba,14,Prompt Engineering,129861
465,Stephanie Scott,pgarcia@cameron.com,India,1,LangChain,173553
466,Paula Garcia,monica27@gonzalez-thompson.com,Egypt,3,LangChain,31918
467,Laura Bass,robertstaylor@yahoo.com,Chad,14,FAISS,64092
468,Jessica Turner,smithphillip@macdonald.com,Iraq,9,Python,154662
469,Candace Waters,milesjavier@dawson-cobb.org,Puerto Rico,0,Prompt Engineering,166160
470,Evan Schmidt,amysmith@lee.org,Swaziland,15,FAISS,158272
471,John Williams,hharrell@clay-lopez.com,Tokelau,2,Deep Learning,108107
472,Shane Huang,oanderson@kaufman.com,Bolivia,4,Python,79087
473,Dr. Zachary Ruiz,mdouglas@williams.info,Congo,8,Vector Databases,77385
474,Kimberly Harris,inielsen@gmail.com,Norway,10,Machine Learning,73610
475,Richard Barnett,nelsonjared@craig.com,Cote d'Ivoire,8,Vector Databases,103704
476,James Lane,ksmith@mills.com,Sao Tome and Principe,7,Vector Databases,154302
477,Riley Whitehead,coreycrawford@romero.com,United States of America,3,RAG,125360
478,Patrick Walker,agordon@lin.com,Angola,1,Python,126092
479,Denise Alexander,johnsonolivia@hotmail.com,India,7,Deep Learning,91520
480,Robert Klein,willisamy@hotmail.com,Namibia,9,Deep Learning,161211
481,Matthew Anderson,zclark@gmail.com,China,8,Vector Databases,133111
482,Rhonda Solis,tyler12@gmail.com,Saudi Arabia,4,NLP,158050
483,Jessica Fowler,kristinmurphy@perez.com,Qatar,3,FAISS,109095
484,Brandon Greer,shawncook@watson.com,Wallis and Futuna,7,FAISS,148551
485,April Sullivan,brucemorris@yahoo.com,Djibouti,2,Prompt Engineering,50832
486,David Robinson,alexis97@hotmail.com,India,14,Prompt Engineering,113326
487,Craig Fry,moralesjoshua@santos.com,Bahrain,10,Machine Learning,169478
488,Carmen Jefferson,aroberts@hotmail.com,Singapore,9,LangChain,143616
489,Tamara Adams,brandiphillips@rivera-miller.biz,Fiji,3,ChromaDB,35634
490,Christopher Gutierrez,dennis59@hotmail.com,Macao,3,Python,125958
491,Jason Johnson,michael47@mccoy-nicholson.com,Liechtenstein,8,Vector Databases,147046
492,Jason Rivera,robleslisa@yahoo.com,Iraq,0,Prompt Engineering,90225
493,Nicole Roberson,kelseylewis@yahoo.com,Albania,15,Deep Learning,102330
494,Timothy Beard,lucas78@cox.info,United Arab Emirates,7,LangChain,149457
495,Craig Fox,robertmills@gmail.com,Bosnia and Herzegovina,10,Prompt Engineering,55089
496,Kylie Rodriguez,thomas97@small.com,Bangladesh,9,Python,74427
497,Jason Rivas,kimberly33@gmail.com,Congo,15,ChromaDB,68602
498,Tina Harmon,talvarado@yahoo.com,Niger,5,Machine Learning,173515
499,Sherry Hughes,vgolden@parsons-wood.com,Armenia,3,Vector Databases,101490
500,John Riggs,dianeelliott@hotmail.com,Svalbard & Jan Mayen Islands,13,Machine Learning,156390
